brand,model,model_year,engine,transmission,int_col,accident,price
Ford,Fusion Energi Titanium,2015,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Black,At least 1 accident or damage reported,10000
Mercedes-Benz,Sprinter High Roof,2015,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,Gray,None reported,29000
BMW,M4 Competition xDrive,2023,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,None reported,92900
Jeep,Wrangler Rubicon,2023,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,None reported,46000
Rolls-Royce,Phantom,2023,–,–,Cobalt Blue,None reported,599995
Porsche,911 Turbo S,2021,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,240000
Land,Rover Discovery HSE LUXURY,2017,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,At least 1 accident or damage reported,29000
Mazda,Mazda3 FWD w/Preferred Package,2019,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,None reported,19900
Mazda,CX-30 Premium Package,2023,2.5L I4 16V,6-Speed Automatic,Black,None reported,28535
Ford,Mustang GT,2018,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,29950
Lexus,LS 460 Base,2008,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,None reported,15397
Rolls-Royce,Ghost Base,2016,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,166900
Nissan,Xterra S,2008,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,6999
Subaru,Ascent Limited 7-Passenger,2022,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Beige,None reported,38500
BMW,330 i,2021,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,37000
Ford,F-250 XLT,2019,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,–,None reported,54500
Jeep,Compass Sport,2016,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,At least 1 accident or damage reported,5000
Pontiac,Solstice GXP,2007,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,None reported,13300
Mercedes-Benz,CLA-Class CLA 250,2016,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,19800
Audi,A5 2.0T Premium,2013,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,11500
Chevrolet,Colorado Z71,2019,3.6L V6 24V GDI DOHC,Automatic,Jet Black,None reported,36139
Mitsubishi,Montero Limited,2004,215.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,8950
Mercedes-Benz,SL-Class SL550 Roadster,2009,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,27000
Toyota,RAV4 Prime XSE,2022,302.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,None reported,49000
Nissan,NV Passenger NV3500 HD SL V8,2020,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,63900
Ford,Bronco Wildtrak Advanced,2022,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,64500
Ford,Mustang Bullitt,2019,480.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,44999
Chevrolet,Express 3500 LT,2016,260.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,None reported,19500
Mercedes-Benz,AMG E 63 S 4MATIC,2019,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,At least 1 accident or damage reported,72000
Mercedes-Benz,CLS-Class CLS 550,2014,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,27500
Chevrolet,Suburban High Country,2021,6.2L V8 16V GDI OHV,10-Speed Automatic,Jet Black,None reported,68995
Lincoln,Navigator L Reserve,2019,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,At least 1 accident or damage reported,47999
Mercedes-Benz,SL-Class SL 550,2012,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,At least 1 accident or damage reported,38500
Ford,Mustang EcoBoost Premium,2017,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,23600
Chevrolet,Tahoe Premier,2019,5.3L V8 16V GDI OHV,Automatic,Jet Black,None reported,49573
Chevrolet,Monte Carlo SS,2006,303.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,At least 1 accident or damage reported,12000
Ford,Mustang Shelby GT500,2012,550.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,48000
Ford,Utility Police Interceptor Base,2017,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,15000
Ford,Expedition EL XLT,2017,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,16500
Bentley,Bentayga Onyx Edition,2018,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,103000
Dodge,Challenger R/T Scat Pack,2019,6.4 Liter,Automatic,Black,None reported,35998
Audi,TT RS Base,2012,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Brown,,28900
Volkswagen,Beetle 2.0T Final Edition SE,2019,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,32750
Porsche,Cayenne AWD,2020,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,59900
Nissan,Pathfinder Silver,2012,266.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,5000
Porsche,718 Boxster Base,2019,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,63000
Land,Rover Range Rover Sport HST MHEV,2020,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,,74900
Chevrolet,Corvette Stingray w/1LT,2023,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,None reported,78999
BMW,M550 i xDrive,2020,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,53000
Lexus,RX 350 F Sport Performance,2020,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,None reported,32600
BMW,M3 Base,2001,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,21000
Mercedes-Benz,E-Class E 350,2014,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,At least 1 accident or damage reported,17900
Audi,SQ5 3.0T Premium Plus,2018,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,30000
Mercedes-Benz,AMG GT R,2018,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,148500
BMW,X5 M Base,2013,555.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,24500
Cadillac,Escalade ESV Luxury,2020,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,None reported,55000
Cadillac,CTS-V Base,2012,556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,41500
Lexus,GX 470 Base,2008,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,At least 1 accident or damage reported,14500
Maserati,GranTurismo Base,2012,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,37900
Land,Rover Range Rover Velar P380 S,2018,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,40000
Lincoln,Town Car Base,2004,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,None reported,14900
Porsche,Carrera GT Base,2005,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,1599000
BMW,X6 M Base,2021,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,94000
Honda,Civic EX,1993,–,A/T,Beige,None reported,9599
Toyota,FJ Cruiser Base,2013,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,36740
Mercedes-Benz,SLK-Class SLK 250,2015,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,23500
Mercedes-Benz,CLA-Class CLA 250,2014,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,13500
BMW,M440 i xDrive,2021,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Beige,None reported,49999
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,None reported,112000
Toyota,4Runner Limited,2018,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,None reported,33000
Cadillac,STS V6,2005,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,At least 1 accident or damage reported,4999
Toyota,Tacoma TRD Sport,2019,3.5 Liter,Automatic,Black,None reported,39598
Acura,TSX Base,2005,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,7899
Chrysler,Town & Country Touring-L,2012,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,None reported,5949
Rolls-Royce,Ghost Base,2011,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,At least 1 accident or damage reported,80300
Audi,A6 3.0T Premium Plus,2016,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,22000
Kia,K5 GT-Line,2021,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,None reported,19980
Mercedes-Benz,GLS 450 Base 4MATIC,2019,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Beige,None reported,46900
Mercedes-Benz,SL-Class SL 550,2013,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,At least 1 accident or damage reported,40250
Jeep,Wrangler Sahara,1998,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,None reported,6999
Ford,Focus SE,2014,2.0L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,Charcoal Black,None reported,10995
Mercedes-Benz,GLE 350 GLE 350,2022,2.0 Liter Turbo,Automatic,Black,None reported,61998
GMC,Yukon SLT,2014,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,At least 1 accident or damage reported,13500
Cadillac,Escalade Premium Luxury,2023,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,103000
Porsche,911 Carrera,2020,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,124900
Genesis,GV80 2.5T,2023,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,57300
Genesis,G70 2.0T,2023,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,None reported,43499
Lexus,LX 600 Premium,2023,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,,119500
RAM,2500 Big Horn,2020,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,44900
Nissan,Altima 2.5 S,2015,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,11600
Ford,Bronco Badlands Advanced,2022,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,None reported,69999
Ford,Explorer Sport,2016,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,20000
Tesla,Model Y Long Range,2021,Electric,1-Speed Automatic,Black,None reported,37999
Land,Rover Range Rover Supercharged,2008,400.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,9900
Chevrolet,Suburban 1500 LT,2015,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,–,At least 1 accident or damage reported,16000
Mercedes-Benz,EQS 450+ Base,2022,329.0HP Electric Motor Electric Fuel System,A/T,White,None reported,69500
Land,Rover Discovery Sport S R-Dynamic,2022,2.0 Liter,Automatic,Ebony,None reported,44998
Tesla,Model S P100D,2017,Electric Motor Electric Fuel System,1-Speed A/T,White,None reported,36000
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Beige,None reported,66000
BMW,740 i,2017,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,40000
BMW,335 i xDrive,2012,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,17500
Honda,Accord Hybrid Touring,2017,212.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Beige,At least 1 accident or damage reported,18500
Hummer,H3 Base,2007,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,At least 1 accident or damage reported,10000
Scion,tC Anniversary Edition,2014,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,None reported,11495
Cadillac,DeVille Base,1994,–,A/T,Beige,At least 1 accident or damage reported,2990
BMW,Z4 sDrive35is,2014,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,None reported,64995
Genesis,GV70 3.5T Sport,2022,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,None reported,53000
Mazda,CX-5 Touring,2018,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,21800
Lexus,ES 350 Base,2007,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,10600
Dodge,Challenger GT,2021,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,32500
BMW,330 i,2005,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Black,None reported,30900
Ferrari,488 GTB Base,2018,3.9L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Nero,None reported,243900
Mercedes-Benz,GLS 450 Base 4MATIC,2017,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,25900
Porsche,911 Carrera S,2013,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,73000
Acura,TLX V6 Advance,2016,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,19500
Nissan,Rogue SL,2017,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,–,None reported,13000
BMW,323 Ci,2000,170.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Black,None reported,2500
BMW,320 i xDrive,2016,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,At least 1 accident or damage reported,7500
Pontiac,G8 GT,2009,355.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,17500
Tesla,Model Y Long Range,2022,Dual Motor - Standard,Automatic,Black,None reported,47998
Mercedes-Benz,AMG GT Base,2018,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,At least 1 accident or damage reported,84500
Ford,F-150 Lariat,2016,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,None reported,65000
Chevrolet,Corvette Stingray,2018,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,None reported,54490
Ford,Mustang GT Premium,2020,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,At least 1 accident or damage reported,41000
Audi,Q8 55 Premium Plus,2021,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,None reported,61059
Chevrolet,Corvette Stingray w/2LT,2023,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,101999
Tesla,Model X 75D,2017,518.0HP Electric Motor Electric Fuel System,A/T,White,None reported,42250
Mercedes-Benz,S-Class S 550 4MATIC,2015,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,37000
Chevrolet,Tahoe LTZ,2015,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,28000
INFINITI,QX60 Base,2016,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,17500
Land,Rover Range Rover Sport HSE,2019,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,49900
Audi,e-tron Prestige,2019,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Beige,None reported,38000
Mercedes-Benz,EQS 450 4MATIC,2023,355.0HP Electric Motor Electric Fuel System,1-Speed A/T,Beige,None reported,105500
Lucid,Air Pure,2023,620.0HP Electric Motor Electric Fuel System,A/T,Gray,,86900
Ferrari,FF Base,2016,651.0HP 6.3L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,None reported,149900
Tesla,Model 3 Standard Range,2020,271.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,29900
Acura,RSX Base,2005,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,6700
Chevrolet,Corvette Stingray w/2LT,2020,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,76000
Land,Rover Range Rover 5.0L Supercharged Autobiography,2016,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,None reported,49900
Audi,RS 7 4.0T Prestige,2014,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,At least 1 accident or damage reported,47995
RAM,2500 Tradesman,2018,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,None reported,36000
Dodge,Ram 1500 Quad Cab,2002,245.0HP 5.9L 8 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,6500
BMW,i3 Base w/Range Extender,2014,170.0HP 0.65L Electric Motor Electric Fuel System,1-Speed A/T,Gray,None reported,12800
Acura,ILX Technology Plus Package,2017,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,–,At least 1 accident or damage reported,15750
BMW,535 i xDrive,2015,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,24995
INFINITI,FX50 Base,2011,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,,22450
Land,Rover Discovery S,2003,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,6000
Mercedes-Benz,G-Class G 550 4MATIC,2021,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,130000
Tesla,Model S Long Range Plus,2021,557.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,67800
Tesla,Model Y Performance,2020,Electric,1-Speed Automatic,Black,None reported,41999
Honda,Crosstour EX-L,2012,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,12980
Mercedes-Benz,G-Class G 63 AMG,2014,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,72999
Porsche,911 Carrera GTS,2015,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,None reported,132900
Audi,Q5 S line Premium,2022,2.0 Liter TFSI,Automatic,Gray,None reported,39998
Porsche,Boxster Base,2013,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,35500
Ford,Mustang Mach-E GT,2023,480.0HP Electric Motor Electric Fuel System,A/T,Gray,None reported,59000
Dodge,Challenger SRT8 392,2012,–,6-Speed M/T,Black,None reported,33500
BMW,M3 Base,2011,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,50900
Cadillac,CTS 3.6L Premium Luxury,2019,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,At least 1 accident or damage reported,22500
Jaguar,F-TYPE S,2014,495.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,At least 1 accident or damage reported,32450
RAM,ProMaster 2500 High Roof,2019,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,33500
Cadillac,CT5-V V-Series,2022,3.0L V6 24V GDI DOHC Twin Turbo,Automatic,Jet Black,At least 1 accident or damage reported,55655
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,At least 1 accident or damage reported,39000
Lamborghini,Aventador SVJ Base,2021,6.5L V12 48V MPFI DOHC,7-Speed,Nero Ade,None reported,749950
Audi,RS 5 2.9T,2019,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,At least 1 accident or damage reported,59950
Nissan,Xterra Pro-4X,2011,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,At least 1 accident or damage reported,12000
Chevrolet,Corvette Base,2005,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,None reported,16000
Volvo,XC60 T6 Inscription,2019,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,At least 1 accident or damage reported,29000
Subaru,Ascent Touring 7-Passenger,2019,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Brown,None reported,23900
BMW,135 i,2009,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,None reported,15500
Ford,F-150 Platinum,2018,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,46900
McLaren,570S Spider,2018,3.8L V8 32V MPFI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,Black,None reported,171900
Mercedes-Benz,AMG C AMG C 63 S,2016,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Black,At least 1 accident or damage reported,47999
Chevrolet,Malibu LTZ,2010,252.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,8950
Lamborghini,Urus Base,2021,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Nero Ade,None reported,229900
Lexus,RX 350 Base,2016,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,None reported,28000
Ford,Taurus X Limited,2008,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,3900
BMW,X5 3.0si,2007,260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,8500
Cadillac,XTS Luxury,2014,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,At least 1 accident or damage reported,17498
Chevrolet,Tahoe Premier,2020,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,46000
Ford,F-150 Raptor,2021,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Blue,None reported,72950
